Record Length,2.500000e+03,,  -0.001200000000,  32.64000,
Sample Interval,4.000000e-06,,  -0.001196000000,  32.64000,
Trigger Point,3.000000000000e+02,,  -0.001192000000,  32.64000,
,,,  -0.001188000000,  32.64000,
,,,  -0.001184000000,  32.64000,
,,,  -0.001180000000,  32.64000,
Source,CH2,,  -0.001176000000,  32.64000,
Vertical Units,V,,  -0.001172000000,  32.64000,
Vertical Scale,4.000000e+00,,  -0.001168000000,  32.64000,
Vertical Offset,-2.064000e+01,,  -0.001164000000,  32.64000,
Horizontal Units,s,,  -0.001160000000,  32.64000,
Horizontal Scale,1.000000e-03,,  -0.001156000000,  32.64000,
Pt Fmt,Y,,  -0.001152000000,  32.64000,
Yzero,0.000000e+00,,  -0.001148000000,  32.64000,
Probe Atten,2.000000e+01,,  -0.001144000000,  32.64000,
Model Number,TDS1012B,,  -0.001140000000,  32.64000,
Serial Number,C063623,,  -0.001136000000,  32.64000,
Firmware Version,FV:v22.01,,  -0.001132000000,  32.64000,
,,,-00.001128000000,  32.64000,
,,,-00.001124000000,  32.64000,
,,,-00.001120000000,  32.64000,
,,,-00.001116000000,  32.64000,
,,,-00.001112000000,  32.64000,
,,,-00.001108000000,  32.64000,
,,,-00.001104000000,  32.64000,
,,,-00.001100000000,  32.64000,
,,,-00.001096000000,  32.64000,
,,,-00.001092000000,  32.64000,
,,,-00.001088000000,  32.64000,
,,,-00.001084000000,  32.64000,
,,,-00.001080000000,  32.64000,
,,,-00.001076000000,  32.64000,
,,,-00.001072000000,  32.64000,
,,,-00.001068000000,  32.64000,
,,,-00.001064000000,  32.64000,
,,,-00.001060000000,  32.64000,
,,,-00.001056000000,  32.64000,
,,,-00.001052000000,  32.64000,
,,,-00.001048000000,  32.64000,
,,,-00.001044000000,  32.64000,
,,,-00.001040000000,  32.64000,
,,,-00.001036000000,  32.64000,
,,,-00.001032000000,  32.64000,
,,,-00.001028000000,  32.64000,
,,,-00.001024000000,  32.64000,
,,,-00.001020000000,  32.64000,
,,,-00.001016000000,  32.64000,
,,,-00.001012000000,  32.64000,
,,,-00.001008000000,  32.64000,
,,,-00.001004000000,  32.64000,
,,,-00.001000000000,  32.64000,
,,,-00.000996000000,  32.64000,
,,,-00.000992000000,  32.64000,
,,,-00.000988000000,  32.64000,
,,,-00.000984000000,  32.64000,
,,,-00.000980000000,  32.64000,
,,,-00.000976000000,  32.64000,
,,,-00.000972000000,  32.64000,
,,,-00.000968000000,  32.64000,
,,,-00.000964000000,  32.64000,
,,,-00.000960000000,  32.64000,
,,,-00.000956000000,  32.64000,
,,,-00.000952000000,  32.64000,
,,,-00.000948000000,  32.64000,
,,,-00.000944000000,  32.64000,
,,,-00.000940000000,  32.64000,
,,,-00.000936000000,  32.64000,
,,,-00.000932000000,  32.64000,
,,,-00.000928000000,  32.64000,
,,,-00.000924000000,  32.64000,
,,,-00.000920000000,  32.64000,
,,,-00.000916000000,  32.64000,
,,,-00.000912000000,  32.64000,
,,,-00.000908000000,  32.64000,
,,,-00.000904000000,  32.64000,
,,,-00.000900000000,  32.64000,
,,,-00.000896000000,  32.64000,
,,,-00.000892000000,  32.64000,
,,,-00.000888000000,  32.64000,
,,,-00.000884000000,  32.64000,
,,,-00.000880000000,  32.64000,
,,,-00.000876000000,  32.64000,
,,,-00.000872000000,  32.64000,
,,,-00.000868000000,  32.64000,
,,,-00.000864000000,  32.64000,
,,,-00.000860000000,  32.64000,
,,,-00.000856000000,  32.64000,
,,,-00.000852000000,  32.64000,
,,,-00.000848000000,  32.64000,
,,,-00.000844000000,  32.64000,
,,,-00.000840000000,  32.64000,
,,,-00.000836000000,  32.64000,
,,,-00.000832000000,  32.64000,
,,,-00.000828000000,  32.64000,
,,,-00.000824000000,  32.64000,
,,,-00.000820000000,  32.64000,
,,,-00.000816000000,  32.64000,
,,,-00.000812000000,  32.64000,
,,,-00.000808000000,  32.64000,
,,,-00.000804000000,  32.64000,
,,,-00.000800000000,  32.64000,
,,,-00.000796000000,  32.64000,
,,,-00.000792000000,  32.64000,
,,,-00.000788000000,  32.64000,
,,,-00.000784000000,  32.64000,
,,,-00.000780000000,  32.64000,
,,,-00.000776000000,  32.64000,
,,,-00.000772000000,  32.64000,
,,,-00.000768000000,  32.64000,
,,,-00.000764000000,  32.64000,
,,,-00.000760000000,  32.64000,
,,,-00.000756000000,  32.64000,
,,,-00.000752000000,  32.64000,
,,,-00.000748000000,  32.64000,
,,,-00.000744000000,  32.64000,
,,,-00.000740000000,  32.64000,
,,,-00.000736000000,  32.64000,
,,,-00.000732000000,  32.64000,
,,,-00.000728000000,  32.64000,
,,,-00.000724000000,  32.64000,
,,,-00.000720000000,  32.64000,
,,,-00.000716000000,  32.64000,
,,,-00.000712000000,  32.64000,
,,,-00.000708000000,  32.64000,
,,,-00.000704000000,  32.64000,
,,,-00.000700000000,  32.64000,
,,,-00.000696000000,  32.64000,
,,,-00.000692000000,  32.64000,
,,,-00.000688000000,  32.64000,
,,,-00.000684000000,  32.64000,
,,,-00.000680000000,  32.64000,
,,,-00.000676000000,  32.64000,
,,,-00.000672000000,  32.64000,
,,,-00.000668000000,  32.64000,
,,,-00.000664000000,  32.64000,
,,,-00.000660000000,  32.64000,
,,,-00.000656000000,  32.64000,
,,,-00.000652000000,  32.64000,
,,,-00.000648000000,  32.64000,
,,,-00.000644000000,  32.64000,
,,,-00.000640000000,  32.64000,
,,,-00.000636000000,  32.64000,
,,,-00.000632000000,  32.64000,
,,,-00.000628000000,  32.64000,
,,,-00.000624000000,  32.64000,
